Base,Comm,Agent_number,Dataset,Pred_length,MSE,MAE
Hete,fully,4,ETTm1,96,0.33037933707237244,0.36242184042930603
Hete,fully,8,ETTm1,720,0.43671977519989014,0.43094921112060547
Hete,fully,24,ETTm1,336,0.4136747419834137,0.41436800360679626
Hete,fully,12,ETTm1,720,0.4363686442375183,0.4301314651966095
Hete,fully,12,ETTm1,336,0.40679532289505005,0.40665215253829956
Hete,fully,20,ETTm1,192,0.3602496385574341,0.3823392987251282
Hete,fully,24,ETTm1,192,0.35077783465385437,0.3787548243999481
Hete,fully,16,ETTm1,336,0.390546053647995,0.40336447954177856
Hete,fully,8,ETTm2,336,0.2889936566352844,0.339099645614624
Hete,fully,16,ETTm2,192,0.24202002584934235,0.3039070665836334
Hete,fully,4,ETTm2,192,0.24919025599956512,0.307957261800766
Hete,fully,16,ETTm2,96,0.18401511013507843,0.2648056745529175
Hete,fully,20,ETTm2,96,0.18205389380455017,0.26353883743286133
Hete,fully,4,ETTm2,720,0.3775385320186615,0.39879584312438965
Hete,fully,20,ETTm2,336,0.29551756381988525,0.3402922749519348
Hete,fully,8,ETTm2,192,0.2503422796726227,0.3088785409927368
Hete,fully,24,ETTm2,96,0.17850512266159058,0.26165178418159485
Hete,fully,24,ETTm2,720,0.38590532541275024,0.4022822082042694
Hete,fully,4,ETTm2,336,0.29170355200767517,0.341015100479126
Hete,fully,12,ETTm2,96,0.1791943460702896,0.26182821393013
Hete,fully,12,ETTm2,192,0.24197973310947418,0.3043709099292755
Hete,fully,8,ETTm2,96,0.18133914470672607,0.26392632722854614
Hete,fully,16,ETTm2,720,0.38113996386528015,0.4036303460597992
Hete,fully,20,ETTm2,720,0.3838687539100647,0.4022669792175293
Hete,fully,4,ETTm2,96,0.18375736474990845,0.2636687159538269
Hete,fully,8,ETTm2,720,0.404260516166687,0.4118253290653229
Hete,fully,24,ETTm2,336,0.2946673631668091,0.33963146805763245
Hete,fully,12,ETTm2,720,0.3900028467178345,0.40556785464286804
Hete,fully,12,ETTm2,336,0.29125961661338806,0.339394211769104
Hete,fully,20,ETTm2,192,0.23929598927497864,0.3023291826248169
Hete,fully,24,ETTm2,192,0.24169781804084778,0.30420762300491333
Hete,fully,16,ETTm2,336,0.30690276622772217,0.34665656089782715
Hete,fully,8,pm2_5,336,0.38401365280151367,0.4064192473888397
Hete,fully,16,pm2_5,192,0.4312589168548584,0.43407854437828064
Hete,fully,4,pm2_5,192,0.44607675075531006,0.4417400658130646
Hete,fully,16,pm2_5,96,0.436625212430954,0.4297952651977539
Hete,fully,20,pm2_5,96,0.43667107820510864,0.4300585985183716
Hete,fully,4,pm2_5,720,0.3748636543750763,0.4170621931552887
Hete,fully,20,pm2_5,336,0.38832491636276245,0.40982913970947266
Hete,fully,8,pm2_5,192,0.46858611702919006,0.4492023289203644
Hete,fully,24,pm2_5,96,0.43305742740631104,0.42857152223587036
Hete,fully,24,pm2_5,720,0.38250845670700073,0.4223858118057251
Hete,fully,4,pm2_5,336,0.39417797327041626,0.4180958569049835
Hete,fully,12,pm2_5,96,0.44220098853111267,0.43212005496025085
Hete,fully,12,pm2_5,192,0.44704753160476685,0.44312286376953125
Hete,fully,8,pm2_5,96,0.44026318192481995,0.431111603975296
Hete,fully,16,pm2_5,720,0.372111052274704,0.4161927103996277
Hete,fully,20,pm2_5,720,0.3666328489780426,0.40225452184677124
Hete,fully,4,pm2_5,96,0.4462037980556488,0.43769553303718567
Hete,fully,8,pm2_5,720,0.3785621225833893,0.41867318749427795
Hete,fully,24,pm2_5,336,0.38465481996536255,0.4080650508403778
Hete,fully,12,pm2_5,720,0.3721405863761902,0.4123086631298065
Hete,fully,12,pm2_5,336,0.38967254757881165,0.4115670621395111
Hete,fully,20,pm2_5,192,0.4485681653022766,0.44222697615623474
Hete,fully,24,pm2_5,192,0.4586602449417114,0.44448453187942505
Hete,fully,16,pm2_5,336,0.3847985565662384,0.4089936912059784
Hete,fully,8,temp,336,0.1484753042459488,0.29998642206192017
Hete,fully,16,temp,192,0.1323084831237793,0.27944862842559814
Hete,fully,4,temp,192,0.14466941356658936,0.29347050189971924
Hete,fully,16,temp,96,0.14301638305187225,0.2851466238498688
Hete,fully,20,temp,96,0.14384999871253967,0.2864070236682892
Hete,fully,4,temp,720,0.2540551722049713,0.3891761898994446
Hete,fully,20,temp,336,0.1515716165304184,0.30307355523109436
Hete,fully,8,temp,192,0.13595864176750183,0.2843545079231262
Hete,fully,24,temp,96,0.1414826512336731,0.28398656845092773
Hete,fully,24,temp,720,0.20219208300113678,0.353482186794281
Hete,fully,4,temp,336,0.16946515440940857,0.31809094548225403
Hete,fully,12,temp,96,0.14158660173416138,0.2849169671535492
Hete,fully,12,temp,192,0.13885803520679474,0.2861446738243103
Hete,fully,8,temp,96,0.14410950243473053,0.28692808747291565
Hete,fully,16,temp,720,0.185763418674469,0.33280739188194275
Hete,fully,20,temp,720,0.24247190356254578,0.3780632019042969
Hete,fully,4,temp,96,0.14699985086917877,0.2899707853794098
Hete,fully,8,temp,720,0.23392292857170105,0.3764326572418213
Hete,fully,24,temp,336,0.1458652913570404,0.2983388900756836
Hete,fully,12,temp,720,0.180296391248703,0.33175331354141235
Hete,fully,12,temp,336,0.16294385492801666,0.31520894169807434
Hete,fully,20,temp,192,0.1430651694536209,0.29045382142066956
Hete,fully,24,temp,192,0.13715066015720367,0.2847875952720642
Hete,fully,16,temp,336,0.15385016798973083,0.30421286821365356
Hete,fully,8,weather,336,0.25481805205345154,0.28832995891571045
Hete,fully,16,weather,192,0.2079317569732666,0.25011107325553894
Hete,fully,4,weather,192,0.20800605416297913,0.2496660053730011
Hete,fully,16,weather,96,0.17357248067855835,0.21526041626930237
Hete,fully,20,weather,96,0.17408159375190735,0.2153860628604889
Hete,fully,4,weather,720,0.3440757989883423,0.3535348176956177
Hete,fully,20,weather,336,0.2549138069152832,0.28840401768684387
Hete,fully,8,weather,192,0.21110747754573822,0.25243210792541504
Hete,fully,24,weather,96,0.17448902130126953,0.21709004044532776
Hete,fully,24,weather,720,0.329776406288147,0.3444420099258423
Hete,fully,4,weather,336,0.25090980529785156,0.2864597737789154
Hete,fully,12,weather,96,0.17505332827568054,0.21669001877307892
Hete,fully,12,weather,192,0.20917823910713196,0.25085172057151794
Hete,fully,8,weather,96,0.17473441362380981,0.21657517552375793
Hete,fully,16,weather,720,0.33396005630493164,0.3493070602416992
Hete,fully,20,weather,720,0.32023242115974426,0.3387352526187897
Hete,fully,4,weather,96,0.17381010949611664,0.2153405398130417
Hete,fully,8,weather,720,0.3184106647968292,0.3377641439437866
Hete,fully,24,weather,336,0.2586357891559601,0.29110920429229736
Hete,fully,12,weather,720,0.3203739821910858,0.33844122290611267
Hete,fully,12,weather,336,0.2563268840312958,0.28944456577301025
Hete,fully,20,weather,192,0.21033282577991486,0.2520272135734558
Hete,fully,24,weather,192,0.2119433432817459,0.25390931963920593
Hete,fully,16,weather,336,0.25448086857795715,0.28805971145629883
Hete,fully,8,ZafNoo,336,0.5414232611656189,0.46457767486572266
Hete,fully,16,ZafNoo,192,0.5087710618972778,0.4407498836517334
Hete,fully,4,ZafNoo,192,0.5103389024734497,0.4405674338340759
Hete,fully,16,ZafNoo,96,0.47029104828834534,0.41412317752838135
Hete,fully,20,ZafNoo,96,0.47004514932632446,0.41374245285987854
Hete,fully,4,ZafNoo,720,0.5959023833274841,0.5072101354598999
Hete,fully,20,ZafNoo,336,0.5515099763870239,0.46905598044395447
Hete,fully,8,ZafNoo,192,0.5092355012893677,0.44111111760139465
Hete,fully,24,ZafNoo,96,0.4701460301876068,0.4143454134464264
Hete,fully,24,ZafNoo,720,0.5729208588600159,0.5029445290565491
Hete,fully,4,ZafNoo,336,0.5595020055770874,0.47204655408859253
Hete,fully,12,ZafNoo,96,0.47120895981788635,0.4146861732006073
Hete,fully,12,ZafNoo,192,0.5054401159286499,0.4386848211288452
Hete,fully,8,ZafNoo,96,0.47441738843917847,0.41533413529396057
Hete,fully,16,ZafNoo,720,0.5834901332855225,0.5105456709861755
Hete,fully,20,ZafNoo,720,0.5781715512275696,0.5041744709014893
Hete,fully,4,ZafNoo,96,0.47402626276016235,0.4150380790233612
Hete,fully,8,ZafNoo,720,0.5668717622756958,0.4939784109592438
Hete,fully,24,ZafNoo,336,0.5643293261528015,0.4746837913990021
Hete,fully,12,ZafNoo,720,0.5776957273483276,0.5038085579872131
Hete,fully,12,ZafNoo,336,0.5505922436714172,0.46918731927871704
Hete,fully,20,ZafNoo,192,0.509810745716095,0.44128212332725525
Hete,fully,24,ZafNoo,192,0.5091348886489868,0.44100499153137207
Hete,fully,16,ZafNoo,336,0.5660792589187622,0.4767802357673645
Hete,ring,8,AQShunyi,336,0.6763701438903809,0.5087671279907227
Hete,ring,16,AQShunyi,192,0.6994071006774902,0.5024152994155884
Hete,ring,4,AQShunyi,192,0.7015426158905029,0.5042541027069092
Hete,ring,16,AQShunyi,96,0.7290837168693542,0.5043368935585022
Hete,ring,20,AQShunyi,96,0.7248652577400208,0.5039587616920471
Hete,ring,4,AQShunyi,720,0.7313751578330994,0.534168004989624
Hete,ring,20,AQShunyi,336,0.6776618361473083,0.5096790790557861
Hete,ring,8,AQShunyi,192,0.701392650604248,0.5032779574394226
Hete,ring,24,AQShunyi,96,0.7236753106117249,0.5031605958938599
Hete,ring,24,AQShunyi,720,0.7339826822280884,0.5355720520019531
Hete,ring,4,AQShunyi,336,0.6785217523574829,0.5085925459861755
Hete,ring,12,AQShunyi,96,0.7295311689376831,0.5036318898200989
Hete,ring,12,AQShunyi,192,0.7002907991409302,0.5028063058853149
Hete,ring,8,AQShunyi,96,0.7443628907203674,0.5067395567893982
Hete,ring,16,AQShunyi,720,0.7295644283294678,0.5334755778312683
Hete,ring,20,AQShunyi,720,0.7393972873687744,0.5358296632766724
Hete,ring,4,AQShunyi,96,0.7321648597717285,0.5037828683853149
Hete,ring,8,AQShunyi,720,0.7306978702545166,0.533696711063385
Hete,ring,24,AQShunyi,336,0.6777295470237732,0.5097233653068542
Hete,ring,12,AQShunyi,720,0.7314853668212891,0.5344234108924866
Hete,ring,12,AQShunyi,336,0.678007185459137,0.5090361833572388
Hete,ring,20,AQShunyi,192,0.7006184458732605,0.5031416416168213
Hete,ring,24,AQShunyi,192,0.6998867988586426,0.5028597116470337
Hete,ring,16,AQShunyi,336,0.6790531277656555,0.5093305706977844
Hete,ring,8,AQWan,336,0.7718052268028259,0.5007684230804443
Hete,ring,16,AQWan,192,0.8006473183631897,0.49648457765579224
Hete,ring,4,AQWan,192,0.7967982888221741,0.4950699210166931
Hete,ring,16,AQWan,96,0.8081904649734497,0.4916599690914154
Hete,ring,20,AQWan,96,0.8201567530632019,0.4923703372478485
Hete,ring,4,AQWan,720,0.8749932050704956,0.5364683866500854
Hete,ring,20,AQWan,336,0.77171790599823,0.5002683997154236
Hete,ring,8,AQWan,192,0.8010007739067078,0.496726393699646
Hete,ring,24,AQWan,96,0.8159262537956238,0.4917868971824646
Hete,ring,24,AQWan,720,0.884355902671814,0.5383917689323425
Hete,ring,4,AQWan,336,0.7729740738868713,0.499695360660553
Hete,ring,12,AQWan,96,0.8167474269866943,0.49070996046066284
Hete,ring,12,AQWan,192,0.7855978608131409,0.49558669328689575
Hete,ring,8,AQWan,96,0.8229105472564697,0.4922278821468353
Hete,ring,16,AQWan,720,0.8840558528900146,0.5383943319320679
Hete,ring,20,AQWan,720,0.8908988237380981,0.5400424003601074
Hete,ring,4,AQWan,96,0.8198031783103943,0.4925350546836853
Hete,ring,8,AQWan,720,0.8802293539047241,0.5373460650444031
Hete,ring,24,AQWan,336,0.7730188369750977,0.5011837482452393
Hete,ring,12,AQWan,720,0.8790087699890137,0.5362057089805603
Hete,ring,12,AQWan,336,0.7724802494049072,0.5007740259170532
Hete,ring,20,AQWan,192,0.7983236312866211,0.4966382682323456
Hete,ring,24,AQWan,192,0.7976338267326355,0.4965760409832001
Hete,ring,16,AQWan,336,0.7732727527618408,0.5004343390464783
Hete,ring,8,CzeLan,336,0.24448393285274506,0.28390902280807495
Hete,ring,16,CzeLan,192,0.22846439480781555,0.27142295241355896
Hete,ring,4,CzeLan,192,0.22557926177978516,0.26754671335220337
Hete,ring,16,CzeLan,96,0.20457756519317627,0.24958908557891846
Hete,ring,20,CzeLan,96,0.20937544107437134,0.25367358326911926
Hete,ring,4,CzeLan,720,0.26536834239959717,0.30833256244659424
Hete,ring,20,CzeLan,336,0.24314044415950775,0.28437480330467224
Hete,ring,8,CzeLan,192,0.22041532397270203,0.2659263610839844
Hete,ring,24,CzeLan,96,0.20710435509681702,0.25374236702919006
Hete,ring,24,CzeLan,720,0.260301411151886,0.30510735511779785
Hete,ring,4,CzeLan,336,0.23425665497779846,0.28414908051490784
Hete,ring,12,CzeLan,96,0.21749137341976166,0.2611202597618103
Hete,ring,12,CzeLan,192,0.22135375440120697,0.2688148319721222
Hete,ring,8,CzeLan,96,0.2070990651845932,0.2533020079135895
Hete,ring,16,CzeLan,720,0.26271989941596985,0.3034704923629761
Hete,ring,20,CzeLan,720,0.26035356521606445,0.30400949716567993
Hete,ring,4,CzeLan,96,0.2072470784187317,0.2551518380641937
Hete,ring,8,CzeLan,720,0.2563951313495636,0.3045888841152191
Hete,ring,24,CzeLan,336,0.23122332990169525,0.28258055448532104
Hete,ring,12,CzeLan,720,0.2544633746147156,0.30211707949638367
Hete,ring,12,CzeLan,336,0.23643966019153595,0.28649839758872986
Hete,ring,20,CzeLan,192,0.22310222685337067,0.2656534016132355
Hete,ring,24,CzeLan,192,0.22227877378463745,0.26496636867523193
Hete,ring,16,CzeLan,336,0.23300808668136597,0.2825997471809387
Hete,ring,8,ETTh1,336,0.4440329968929291,0.442588210105896
Hete,ring,16,ETTh1,192,0.4348911941051483,0.4268895387649536
Hete,ring,4,ETTh1,192,0.4298231601715088,0.4232575297355652
Hete,ring,16,ETTh1,96,0.38828083872795105,0.40101751685142517
Hete,ring,20,ETTh1,96,0.39198005199432373,0.40038028359413147
Hete,ring,4,ETTh1,720,0.5039058923721313,0.49979424476623535
Hete,ring,20,ETTh1,336,0.4483162462711334,0.4454301595687866
Hete,ring,8,ETTh1,192,0.43115702271461487,0.4245287775993347
Hete,ring,24,ETTh1,96,0.3943094313144684,0.4021865129470825
Hete,ring,24,ETTh1,720,0.4948180019855499,0.4914384186267853
Hete,ring,4,ETTh1,336,0.44476160407066345,0.44360068440437317
Hete,ring,12,ETTh1,96,0.3854811191558838,0.39969274401664734
Hete,ring,12,ETTh1,192,0.43316957354545593,0.4262540638446808
Hete,ring,8,ETTh1,96,0.385481059551239,0.4009752571582794
Hete,ring,16,ETTh1,720,0.49390125274658203,0.4904540181159973
Hete,ring,20,ETTh1,720,0.48883289098739624,0.48722031712532043
Hete,ring,4,ETTh1,96,0.38204655051231384,0.3982396423816681
Hete,ring,8,ETTh1,720,0.4939367473125458,0.49176403880119324
Hete,ring,24,ETTh1,336,0.44443947076797485,0.44302913546562195
Hete,ring,12,ETTh1,720,0.4980323910713196,0.493677020072937
Hete,ring,12,ETTh1,336,0.4456883668899536,0.4442708194255829
Hete,ring,20,ETTh1,192,0.4305914342403412,0.4251573979854584
Hete,ring,24,ETTh1,192,0.432413786649704,0.4264822006225586
Hete,ring,16,ETTh1,336,0.44625160098075867,0.4439610540866852
Hete,ring,8,ETTh2,336,0.3843185603618622,0.41208574175834656
Hete,ring,16,ETTh2,192,0.36577004194259644,0.39342451095581055
Hete,ring,4,ETTh2,192,0.37104812264442444,0.39862650632858276
Hete,ring,16,ETTh2,96,0.2893657386302948,0.3409332036972046
Hete,ring,20,ETTh2,96,0.2917422652244568,0.3429524898529053
Hete,ring,4,ETTh2,720,0.44969242811203003,0.46812230348587036
Hete,ring,20,ETTh2,336,0.3745521903038025,0.40821775794029236
Hete,ring,8,ETTh2,192,0.3599255383014679,0.39045682549476624
Hete,ring,24,ETTh2,96,0.29128801822662354,0.3421819806098938
Hete,ring,24,ETTh2,720,0.4351542592048645,0.4565247595310211
Hete,ring,4,ETTh2,336,0.3794444501399994,0.41310885548591614
Hete,ring,12,ETTh2,96,0.2908715605735779,0.3425240218639374
Hete,ring,12,ETTh2,192,0.3846643269062042,0.40517741441726685
Hete,ring,8,ETTh2,96,0.29072755575180054,0.34225383400917053
Hete,ring,16,ETTh2,720,0.4167938232421875,0.44422733783721924
Hete,ring,20,ETTh2,720,0.4256053864955902,0.4533936679363251
Hete,ring,4,ETTh2,96,0.30452218651771545,0.352019727230072
Hete,ring,8,ETTh2,720,0.4526640772819519,0.46761512756347656
Hete,ring,24,ETTh2,336,0.378559947013855,0.4085760712623596
Hete,ring,12,ETTh2,720,0.42637911438941956,0.45273149013519287
Hete,ring,12,ETTh2,336,0.41863304376602173,0.43054357171058655
Hete,ring,20,ETTh2,192,0.3764101266860962,0.3980744481086731
Hete,ring,24,ETTh2,192,0.38743558526039124,0.4094679355621338
Hete,ring,16,ETTh2,336,0.3868523836135864,0.4166525602340698
Hete,ring,8,ETTm1,336,0.4000282883644104,0.404834508895874
Hete,ring,16,ETTm1,192,0.3502017557621002,0.37692323327064514
Hete,ring,4,ETTm1,192,0.35408568382263184,0.37883296608924866
Hete,ring,16,ETTm1,96,0.3291946351528168,0.3631214201450348
Hete,ring,20,ETTm1,96,0.3302343189716339,0.3635558784008026
Hete,ring,4,ETTm1,720,0.4289701581001282,0.42555323243141174
Hete,ring,20,ETTm1,336,0.38953927159309387,0.4015635550022125
Hete,ring,8,ETTm1,192,0.35194745659828186,0.378909170627594
Hete,ring,24,ETTm1,96,0.3287757933139801,0.3647765517234802
Hete,ring,24,ETTm1,720,0.4362247586250305,0.4286666512489319
Hete,ring,4,ETTm1,336,0.39198780059814453,0.40144625306129456
Hete,ring,12,ETTm1,96,0.3310284912586212,0.36495718359947205
Hete,ring,12,ETTm1,192,0.34932076930999756,0.37595537304878235
Hete,ring,8,ETTm1,96,0.3258364796638489,0.3623972237110138
Hete,ring,16,ETTm1,720,0.4437013864517212,0.4338492751121521
Hete,ring,20,ETTm1,720,0.45375996828079224,0.4363720715045929
Hete,ring,4,ETTm1,96,0.3289817273616791,0.36428385972976685
Hete,ring,8,ETTm1,720,0.43436679244041443,0.42905738949775696
Hete,ring,24,ETTm1,336,0.39546164870262146,0.4029344916343689
Hete,ring,12,ETTm1,720,0.44072696566581726,0.43123090267181396
Hete,ring,12,ETTm1,336,0.40743571519851685,0.40635931491851807
Hete,ring,20,ETTm1,192,0.35585764050483704,0.38068926334381104
Hete,ring,24,ETTm1,192,0.35171133279800415,0.3782693147659302
Hete,ring,16,ETTm1,336,0.39229533076286316,0.4014764130115509
Hete,ring,8,ETTm2,336,0.2911982238292694,0.33900701999664307
Hete,ring,16,ETTm2,192,0.2388860285282135,0.3019393980503082
Hete,ring,4,ETTm2,192,0.24951431155204773,0.30864834785461426
Hete,ring,16,ETTm2,96,0.18323200941085815,0.2632722556591034
Hete,ring,20,ETTm2,96,0.18103373050689697,0.2633422911167145
Hete,ring,4,ETTm2,720,0.38010454177856445,0.4018368721008301
Hete,ring,20,ETTm2,336,0.2918071150779724,0.3377391993999481
Hete,ring,8,ETTm2,192,0.25568246841430664,0.31248387694358826
Hete,ring,24,ETTm2,96,0.18014603853225708,0.2622640132904053
Hete,ring,24,ETTm2,720,0.3983008563518524,0.4090091288089752
Hete,ring,4,ETTm2,336,0.28826630115509033,0.33791419863700867
Hete,ring,12,ETTm2,96,0.1802489310503006,0.26242730021476746
Hete,ring,12,ETTm2,192,0.25108349323272705,0.3091781437397003
Hete,ring,8,ETTm2,96,0.18164457380771637,0.26371636986732483
Hete,ring,16,ETTm2,720,0.37697166204452515,0.39965298771858215
Hete,ring,20,ETTm2,720,0.40145203471183777,0.4092428982257843
Hete,ring,4,ETTm2,96,0.1816188097000122,0.26469743251800537
Hete,ring,8,ETTm2,720,0.3992634117603302,0.4141438901424408
Hete,ring,24,ETTm2,336,0.28107333183288574,0.3320424556732178
Hete,ring,12,ETTm2,720,0.38704290986061096,0.40404844284057617
Hete,ring,12,ETTm2,336,0.28575873374938965,0.3354567885398865
Hete,ring,20,ETTm2,192,0.23908661305904388,0.3018857538700104
Hete,ring,24,ETTm2,192,0.2411883920431137,0.30281099677085876
Hete,ring,16,ETTm2,336,0.2896708548069,0.33703139424324036
Hete,ring,8,pm2_5,336,0.37905213236808777,0.4039560854434967
Hete,ring,16,pm2_5,192,0.42980170249938965,0.4279198944568634
Hete,ring,4,pm2_5,192,0.44446179270744324,0.43959009647369385
Hete,ring,16,pm2_5,96,0.43790507316589355,0.4303390085697174
Hete,ring,20,pm2_5,96,0.436676561832428,0.42920631170272827
Hete,ring,4,pm2_5,720,0.39184537529945374,0.4254555106163025
Hete,ring,20,pm2_5,336,0.3876461088657379,0.4088009297847748
Hete,ring,8,pm2_5,192,0.4633793830871582,0.451259970664978
Hete,ring,24,pm2_5,96,0.43601036071777344,0.42982763051986694
Hete,ring,24,pm2_5,720,0.4103844165802002,0.4432453215122223
Hete,ring,4,pm2_5,336,0.389243483543396,0.41333654522895813
Hete,ring,12,pm2_5,96,0.4438629150390625,0.4319477081298828
Hete,ring,12,pm2_5,192,0.4467191994190216,0.44267529249191284
Hete,ring,8,pm2_5,96,0.4407972991466522,0.43049946427345276
Hete,ring,16,pm2_5,720,0.39612025022506714,0.4256274402141571
Hete,ring,20,pm2_5,720,0.3653959631919861,0.4026358723640442
Hete,ring,4,pm2_5,96,0.4466527998447418,0.4376506507396698
Hete,ring,8,pm2_5,720,0.39090994000434875,0.41993600130081177
Hete,ring,24,pm2_5,336,0.3817078173160553,0.4039943814277649
Hete,ring,12,pm2_5,720,0.4114905595779419,0.4346103072166443
Hete,ring,12,pm2_5,336,0.3887636661529541,0.40946805477142334
Hete,ring,20,pm2_5,192,0.4458811581134796,0.4402938187122345
Hete,ring,24,pm2_5,192,0.4525293707847595,0.44378364086151123
Hete,ring,16,pm2_5,336,0.38177230954170227,0.40820595622062683
Hete,ring,8,temp,336,0.16240964829921722,0.31305992603302
Hete,ring,16,temp,192,0.1396859735250473,0.28668490052223206
Hete,ring,4,temp,192,0.14171697199344635,0.2904120087623596
Hete,ring,16,temp,96,0.13963860273361206,0.28236278891563416
Hete,ring,20,temp,96,0.1402978003025055,0.2832469642162323
Hete,ring,4,temp,720,0.24236850440502167,0.38203588128089905
Hete,ring,20,temp,336,0.158308744430542,0.31004440784454346
Hete,ring,8,temp,192,0.13931022584438324,0.28774234652519226
Hete,ring,24,temp,96,0.13911297917366028,0.2821122109889984
Hete,ring,24,temp,720,0.24210363626480103,0.37717434763908386
Hete,ring,4,temp,336,0.16773360967636108,0.3158077001571655
Hete,ring,12,temp,96,0.14149996638298035,0.28376761078834534
Hete,ring,12,temp,192,0.13811257481575012,0.28559941053390503
Hete,ring,8,temp,96,0.1415404975414276,0.2846911549568176
Hete,ring,16,temp,720,0.18325431644916534,0.330468088388443
Hete,ring,20,temp,720,0.17319990694522858,0.32204920053482056
Hete,ring,4,temp,96,0.1464046984910965,0.28960978984832764
Hete,ring,8,temp,720,0.21040575206279755,0.3571111857891083
Hete,ring,24,temp,336,0.14897191524505615,0.3012918531894684
Hete,ring,12,temp,720,0.19928276538848877,0.35080039501190186
Hete,ring,12,temp,336,0.14505843818187714,0.29632967710494995
Hete,ring,20,temp,192,0.14296777546405792,0.2900266945362091
Hete,ring,24,temp,192,0.13953782618045807,0.28751733899116516
Hete,ring,16,temp,336,0.16822966933250427,0.31976625323295593
Hete,ring,8,weather,336,0.25253885984420776,0.28705620765686035
Hete,ring,16,weather,192,0.20786014199256897,0.24973046779632568
Hete,ring,4,weather,192,0.2080201506614685,0.25142601132392883
Hete,ring,16,weather,96,0.1716722548007965,0.2128889560699463
Hete,ring,20,weather,96,0.1737542599439621,0.21575796604156494
Hete,ring,4,weather,720,0.3203267753124237,0.3403710722923279
Hete,ring,20,weather,336,0.2615962028503418,0.29188692569732666
Hete,ring,8,weather,192,0.20926770567893982,0.2523379623889923
Hete,ring,24,weather,96,0.17379964888095856,0.21605725586414337
Hete,ring,24,weather,720,0.3512462079524994,0.35728177428245544
Hete,ring,4,weather,336,0.2505834400653839,0.28654059767723083
Hete,ring,12,weather,96,0.17286889255046844,0.21457898616790771
Hete,ring,12,weather,192,0.20809058845043182,0.2510499656200409
Hete,ring,8,weather,96,0.17543570697307587,0.21679848432540894
Hete,ring,16,weather,720,0.32730525732040405,0.3439572751522064
Hete,ring,20,weather,720,0.36275655031204224,0.3639625310897827
Hete,ring,4,weather,96,0.17264285683631897,0.21359339356422424
Hete,ring,8,weather,720,0.32215139269828796,0.3419460654258728
Hete,ring,24,weather,336,0.2545899450778961,0.28788048028945923
Hete,ring,12,weather,720,0.34938284754753113,0.3568788766860962
Hete,ring,12,weather,336,0.25588664412498474,0.289080947637558
Hete,ring,20,weather,192,0.21095313131809235,0.2532099783420563
Hete,ring,24,weather,192,0.21207204461097717,0.25384485721588135
Hete,ring,16,weather,336,0.2540697753429413,0.2877373993396759
Hete,ring,8,ZafNoo,336,0.5562472343444824,0.47543829679489136
Hete,ring,16,ZafNoo,192,0.5051259994506836,0.4389730393886566
Hete,ring,4,ZafNoo,192,0.5096599459648132,0.4408939778804779
Hete,ring,16,ZafNoo,96,0.4681995213031769,0.4132503271102905
Hete,ring,20,ZafNoo,96,0.4710437059402466,0.4149617850780487
Hete,ring,4,ZafNoo,720,0.5894255042076111,0.5040927529335022
Hete,ring,20,ZafNoo,336,0.5730499625205994,0.477970153093338
Hete,ring,8,ZafNoo,192,0.5066722631454468,0.4393239915370941
Hete,ring,24,ZafNoo,96,0.4707801043987274,0.415574848651886
Hete,ring,24,ZafNoo,720,0.6174209713935852,0.5251657366752625
Hete,ring,4,ZafNoo,336,0.5573490262031555,0.47263646125793457
Hete,ring,12,ZafNoo,96,0.4727838337421417,0.41632115840911865
Hete,ring,12,ZafNoo,192,0.5067645907402039,0.4391604959964752
Hete,ring,8,ZafNoo,96,0.473499596118927,0.41550925374031067
Hete,ring,16,ZafNoo,720,0.5884302258491516,0.5097477436065674
Hete,ring,20,ZafNoo,720,0.5963261723518372,0.5104576349258423
Hete,ring,4,ZafNoo,96,0.47414296865463257,0.41423338651657104
Hete,ring,8,ZafNoo,720,0.57890385389328,0.5032790899276733
Hete,ring,24,ZafNoo,336,0.5715047121047974,0.4805811941623688
Hete,ring,12,ZafNoo,720,0.5847958922386169,0.5020656585693359
Hete,ring,12,ZafNoo,336,0.5518642067909241,0.47125759720802307
Hete,ring,20,ZafNoo,192,0.5132279396057129,0.44237926602363586
Hete,ring,24,ZafNoo,192,0.5084841251373291,0.4408613443374634
Hete,ring,16,ZafNoo,336,0.5564060211181641,0.4743139445781708
Hete,star,8,AQShunyi,336,0.6703577637672424,0.5061133503913879
Hete,star,16,AQShunyi,192,0.6987003087997437,0.5026903748512268
Hete,star,4,AQShunyi,192,0.7014955878257751,0.5042821764945984
Hete,star,16,AQShunyi,96,0.7219686508178711,0.5026115775108337
Hete,star,20,AQShunyi,96,0.7187270522117615,0.5020304918289185
Hete,star,4,AQShunyi,720,0.7313924431800842,0.5337082743644714
Hete,star,20,AQShunyi,336,0.6749927997589111,0.5079828500747681
Hete,star,8,AQShunyi,192,0.6992107033729553,0.5033192038536072
Hete,star,24,AQShunyi,96,0.719549298286438,0.5014389157295227
Hete,star,24,AQShunyi,720,0.7337585091590881,0.535317599773407
Hete,star,4,AQShunyi,336,0.6791216731071472,0.5098435878753662
Hete,star,12,AQShunyi,96,0.721437394618988,0.5016605854034424
Hete,star,12,AQShunyi,192,0.6990917325019836,0.5026374459266663
Hete,star,8,AQShunyi,96,0.7317203283309937,0.5052839517593384
Hete,star,16,AQShunyi,720,0.7301865816116333,0.5321102738380432
